probe,arch,layer,domain,aggregation,n,auroc,tpr@1%fpr,tpr@5%fpr,threshold,TP,TN,FP,FN
svm_rbf/L30,svm_rbf,30,healthcare,top10_mean,157,0.8179,0.0377,0.3019,0.5317,42,79,25,11
logreg/L24,logreg,24,healthcare,max,157,0.8178,0.0,0.0,1.0,36,86,18,17
logreg/L33,logreg,33,healthcare,threshold_05,157,0.8169,0.3396,0.4906,0.023,29,97,7,24
logreg/L29,logreg,29,economy,mean_pooled,746,0.8163,0.2121,0.5303,0.0662,204,376,40,126
logreg/L29,logreg,29,education,mean_pooled,746,0.8163,0.2121,0.5303,0.0662,204,376,40,126
logreg/L29,logreg,29,entertainment,mean_pooled,746,0.8163,0.2121,0.5303,0.0662,204,376,40,126
logreg/L29,logreg,29,healthcare,mean_pooled,746,0.8163,0.2121,0.5303,0.0662,204,376,40,126
logreg/L29,logreg,29,social,mean_pooled,746,0.8163,0.2121,0.5303,0.0662,204,376,40,126
mlp/L30,mlp,30,social,max,147,0.8162,0.0986,0.2817,0.9914,53,62,14,18
logreg/L30,logreg,30,social,threshold_05,147,0.8154,0.4507,0.507,0.0332,52,58,18,19
logreg/L35,logreg,35,economy,threshold_05_pooled,746,0.8153,0.1333,0.4121,0.0497,242,322,94,88
logreg/L35,logreg,35,education,threshold_05_pooled,746,0.8153,0.1333,0.4121,0.0497,242,322,94,88
logreg/L35,logreg,35,entertainment,threshold_05_pooled,746,0.8153,0.1333,0.4121,0.0497,242,322,94,88
logreg/L35,logreg,35,healthcare,threshold_05_pooled,746,0.8153,0.1333,0.4121,0.0497,242,322,94,88
logreg/L35,logreg,35,social,threshold_05_pooled,746,0.8153,0.1333,0.4121,0.0497,242,322,94,88
logreg/L40,logreg,40,healthcare,top5_mean,157,0.8153,0.3396,0.5094,0.7736,40,75,29,13
logreg/L42,logreg,42,healthcare,top10_mean,157,0.8151,0.3774,0.5094,0.5211,38,80,24,15
svm_rbf/L40,svm_rbf,40,education,mean,150,0.8139,0.375,0.425,0.3472,28,91,19,12
logreg/L22,logreg,22,healthcare,top5_mean,157,0.8138,0.0,0.0,1.0,38,88,16,15
logreg/L38,logreg,38,healthcare,top10_mean,157,0.8137,0.2075,0.4717,0.8015,31,95,9,22
logreg/L38,logreg,38,healthcare,mean,157,0.8135,0.1509,0.3774,0.0424,43,76,28,10
logreg/L43,logreg,43,healthcare,top5_mean,157,0.8133,0.3962,0.4528,0.6103,44,67,37,9
mlp/L35,mlp,35,healthcare,mean,157,0.813,0.1321,0.3208,0.1011,46,69,35,7
mlp/L40,mlp,40,social,mean,147,0.8128,0.3803,0.4507,0.0289,60,47,29,11
mlp/L45,mlp,45,healthcare,top10_mean,157,0.8124,0.3396,0.4717,0.3478,42,70,34,11
logreg/L28,logreg,28,social,top5_mean,147,0.8121,0.0704,0.3521,0.9858,58,54,22,13
logreg/L31,logreg,31,healthcare,max,157,0.8121,0.1887,0.4151,0.6946,50,58,46,3
logreg/L36,logreg,36,economy,mean_pooled,746,0.812,0.1818,0.4121,0.062,215,347,69,115
logreg/L36,logreg,36,education,mean_pooled,746,0.812,0.1818,0.4121,0.062,215,347,69,115
logreg/L36,logreg,36,entertainment,mean_pooled,746,0.812,0.1818,0.4121,0.062,215,347,69,115
logreg/L36,logreg,36,healthcare,mean_pooled,746,0.812,0.1818,0.4121,0.062,215,347,69,115
logreg/L36,logreg,36,social,mean_pooled,746,0.812,0.1818,0.4121,0.062,215,347,69,115
logreg/L38,logreg,38,social,top10_mean,147,0.8117,0.2113,0.3239,0.8278,53,60,16,18
svm_rbf/L22,svm_rbf,22,healthcare,max,157,0.8113,0.0566,0.3585,0.6062,45,76,28,8
logreg/L34,logreg,34,healthcare,threshold_05,157,0.8112,0.2075,0.3396,0.017,34,91,13,19
logreg/L29,logreg,29,economy,top5_mean_pooled,746,0.8111,0.1576,0.4727,0.9015,225,337,79,105
logreg/L29,logreg,29,education,top5_mean_pooled,746,0.8111,0.1576,0.4727,0.9015,225,337,79,105
logreg/L29,logreg,29,entertainment,top5_mean_pooled,746,0.8111,0.1576,0.4727,0.9015,225,337,79,105
logreg/L29,logreg,29,healthcare,top5_mean_pooled,746,0.8111,0.1576,0.4727,0.9015,225,337,79,105
logreg/L29,logreg,29,social,top5_mean_pooled,746,0.8111,0.1576,0.4727,0.9015,225,337,79,105
mlp/L40,mlp,40,healthcare,mean,157,0.811,0.3019,0.4906,0.0428,30,97,7,23
logreg/L36,logreg,36,economy,top10_mean_pooled,746,0.8107,0.197,0.3424,0.5707,261,282,134,69
logreg/L36,logreg,36,education,top10_mean_pooled,746,0.8107,0.197,0.3424,0.5707,261,282,134,69
logreg/L36,logreg,36,entertainment,top10_mean_pooled,746,0.8107,0.197,0.3424,0.5707,261,282,134,69
logreg/L36,logreg,36,healthcare,top10_mean_pooled,746,0.8107,0.197,0.3424,0.5707,261,282,134,69
logreg/L36,logreg,36,social,top10_mean_pooled,746,0.8107,0.197,0.3424,0.5707,261,282,134,69
logreg/L23,logreg,23,healthcare,top10_mean,157,0.8104,0.0,0.3962,0.9997,37,87,17,16
svm_rbf/L30,svm_rbf,30,social,mean,147,0.8102,0.2254,0.3803,0.4629,48,66,10,23
logreg/L36,logreg,36,healthcare,threshold_05,157,0.8099,0.1132,0.283,0.0302,40,85,19,13
mlp/L40,mlp,40,healthcare,top5_mean,157,0.8099,0.3208,0.434,0.7841,33,90,14,20
logreg/L40,logreg,40,social,last,147,0.8097,0.2535,0.507,0.0005,49,64,12,22
logreg/L43,logreg,43,healthcare,mean,157,0.8095,0.4151,0.4717,0.0554,31,96,8,22
mlp/L30,mlp,30,economy,top10_mean,132,0.8094,0.1228,0.4561,0.6243,42,66,9,15
logreg/L35,logreg,35,education,mean,150,0.8091,0.4,0.45,0.0667,25,99,11,15
logreg/L39,logreg,39,healthcare,top5_mean,157,0.8091,0.3962,0.5094,0.7387,38,80,24,15
svm_rbf/L40,svm_rbf,40,social,max,147,0.8091,0.0845,0.1549,0.4321,64,49,27,7
svm_rbf/L50,svm_rbf,50,education,mean,150,0.8086,0.175,0.275,0.3213,32,81,29,8
logreg/L29,logreg,29,economy,top5_mean,132,0.8084,0.1053,0.3158,0.975,41,65,10,16
logreg/L44,logreg,44,healthcare,top10_mean,157,0.8082,0.3774,0.4717,0.5519,39,79,25,14
logreg/L47,logreg,47,healthcare,top10_mean,157,0.8079,0.3396,0.4528,0.6576,34,86,18,19
logreg/L32,logreg,32,healthcare,threshold_05,157,0.8076,0.3019,0.434,0.0282,30,96,8,23
logreg/L37,logreg,37,social,top5_mean,147,0.8074,0.0423,0.3944,0.9264,58,53,23,13
logreg/L35,logreg,35,healthcare,max,157,0.8071,0.1132,0.2453,0.9257,44,73,31,9
logreg/L42,logreg,42,healthcare,mean,157,0.8068,0.3962,0.4906,0.0394,36,84,20,17
svm_rbf/L55,svm_rbf,55,social,top10_mean,147,0.8067,0.0141,0.3662,0.4186,50,62,14,21
logreg/L40,logreg,40,healthcare,threshold_05,157,0.8061,0.283,0.4906,0.05,32,94,10,21
logreg/L27,logreg,27,healthcare,max,157,0.806,0.0,0.3208,1.0,35,85,19,18
logreg/L29,logreg,29,economy,threshold_05_pooled,746,0.8057,0.2182,0.503,0.0632,195,381,35,135
logreg/L29,logreg,29,education,threshold_05_pooled,746,0.8057,0.2182,0.503,0.0632,195,381,35,135
logreg/L29,logreg,29,entertainment,threshold_05_pooled,746,0.8057,0.2182,0.503,0.0632,195,381,35,135
logreg/L29,logreg,29,healthcare,threshold_05_pooled,746,0.8057,0.2182,0.503,0.0632,195,381,35,135
logreg/L29,logreg,29,social,threshold_05_pooled,746,0.8057,0.2182,0.503,0.0632,195,381,35,135
logreg/L39,logreg,39,healthcare,threshold_05,157,0.8056,0.3396,0.4528,0.0374,35,87,17,18
logreg/L40,logreg,40,social,top10_mean,147,0.8056,0.169,0.338,0.6056,61,48,28,10
svm_rbf/L55,svm_rbf,55,healthcare,max,157,0.8053,0.1698,0.4717,0.4755,35,87,17,18
mlp/L40,mlp,40,social,top5_mean,147,0.805,0.0,0.4366,0.9286,46,61,15,25
logreg/L29,logreg,29,economy,mean,132,0.8049,0.0702,0.3333,0.0812,43,65,10,14
logreg/L47,logreg,47,healthcare,mean,157,0.8048,0.3208,0.434,0.039,40,78,26,13
svm_rbf/L70,svm_rbf,70,social,max,147,0.8043,0.1831,0.3239,0.4527,63,45,31,8
logreg/L41,logreg,41,healthcare,threshold_05,157,0.8032,0.4151,0.4528,0.0284,39,77,27,14
svm_rbf/L50,svm_rbf,50,entertainment,mean,160,0.8032,0.0275,0.4862,0.3287,73,41,10,36
logreg/L46,logreg,46,healthcare,top10_mean,157,0.8028,0.3208,0.4528,0.7319,30,96,8,23
mlp/L35,mlp,35,healthcare,top10_mean,157,0.8024,0.1698,0.3208,0.8951,46,67,37,7
logreg/L38,logreg,38,social,top5_mean,147,0.8023,0.0704,0.3239,0.9269,53,58,18,18
logreg/L29,logreg,29,economy,threshold_05,132,0.802,0.0702,0.3333,0.068,43,64,11,14
logreg/L35,logreg,35,economy,top5_mean_pooled,746,0.8013,0.0485,0.2788,0.8683,254,304,112,76
logreg/L35,logreg,35,education,top5_mean_pooled,746,0.8013,0.0485,0.2788,0.8683,254,304,112,76
logreg/L35,logreg,35,entertainment,top5_mean_pooled,746,0.8013,0.0485,0.2788,0.8683,254,304,112,76
logreg/L35,logreg,35,healthcare,top5_mean_pooled,746,0.8013,0.0485,0.2788,0.8683,254,304,112,76
logreg/L35,logreg,35,social,top5_mean_pooled,746,0.8013,0.0485,0.2788,0.8683,254,304,112,76
mlp/L30,mlp,30,economy,top10_mean_pooled,746,0.801,0.2515,0.4576,0.6243,210,366,50,120
mlp/L30,mlp,30,education,top10_mean_pooled,746,0.801,0.2515,0.4576,0.6243,210,366,50,120
mlp/L30,mlp,30,entertainment,top10_mean_pooled,746,0.801,0.2515,0.4576,0.6243,210,366,50,120
mlp/L30,mlp,30,healthcare,top10_mean_pooled,746,0.801,0.2515,0.4576,0.6243,210,366,50,120
mlp/L30,mlp,30,social,top10_mean_pooled,746,0.801,0.2515,0.4576,0.6243,210,366,50,120
svm_rbf/L30,svm_rbf,30,healthcare,top5_mean,157,0.8008,0.0,0.1321,0.5356,44,69,35,9
mlp/L35,mlp,35,healthcare,threshold_05,157,0.8007,0.1321,0.283,0.0914,43,72,32,10
logreg/L33,logreg,33,social,top5_mean,147,0.8006,0.1972,0.3944,0.5982,51,62,14,20
mlp/L50,mlp,50,healthcare,top10_mean,157,0.8006,0.2453,0.3774,0.2961,42,72,32,11
logreg/L48,logreg,48,healthcare,top10_mean,157,0.8001,0.3208,0.4528,0.5774,36,82,22,17
svm_rbf/L60,svm_rbf,60,social,top5_mean,147,0.8,0.0986,0.2676,0.4278,50,61,15,21
mlp/L35,mlp,35,education,threshold_05,150,0.7998,0.325,0.5,0.1549,27,97,13,13
logreg/L45,logreg,45,healthcare,top10_mean,157,0.7997,0.3585,0.4906,0.6665,31,91,13,22
logreg/L38,logreg,38,healthcare,threshold_05,157,0.7995,0.1887,0.3585,0.0511,35,88,16,18
logreg/L42,logreg,42,healthcare,top5_mean,157,0.7995,0.4151,0.5094,0.9092,30,95,9,23
svm_rbf/L45,svm_rbf,45,economy,top10_mean,132,0.7995,0.1053,0.4211,0.4244,45,55,20,12
logreg/L46,logreg,46,healthcare,mean,157,0.7994,0.3396,0.4151,0.0445,36,85,19,17
logreg/L36,logreg,36,education,mean,150,0.7993,0.325,0.55,0.0672,22,105,5,18
svm_rbf/L30,svm_rbf,30,healthcare,mean,157,0.7992,0.2264,0.3962,0.4556,34,90,14,19
mlp/L70,mlp,70,healthcare,top10_mean,157,0.799,0.283,0.4151,0.5444,46,62,42,7
logreg/L40,logreg,40,social,mean,147,0.7989,0.3944,0.4789,0.0495,63,46,30,8
logreg/L45,logreg,45,healthcare,mean,157,0.7986,0.3774,0.4906,0.0654,28,97,7,25
logreg/L33,logreg,33,healthcare,max,157,0.7983,0.2075,0.3585,0.7028,44,67,37,9
logreg/L44,logreg,44,healthcare,mean,157,0.7983,0.3774,0.4906,0.0469,38,83,21,15
mlp/L26,mlp,26,economy,top10_mean_pooled,746,0.7981,0.103,0.3303,0.9988,221,333,83,109
mlp/L26,mlp,26,education,top10_mean_pooled,746,0.7981,0.103,0.3303,0.9988,221,333,83,109
mlp/L26,mlp,26,entertainment,top10_mean_pooled,746,0.7981,0.103,0.3303,0.9988,221,333,83,109
mlp/L26,mlp,26,healthcare,top10_mean_pooled,746,0.7981,0.103,0.3303,0.9988,221,333,83,109
mlp/L26,mlp,26,social,top10_mean_pooled,746,0.7981,0.103,0.3303,0.9988,221,333,83,109
svm_rbf/L50,svm_rbf,50,economy,mean,132,0.7981,0.0,0.2456,0.3437,43,60,15,14
logreg/L38,logreg,38,healthcare,top5_mean,157,0.7977,0.3019,0.4906,0.9438,29,98,6,24
mlp/L40,mlp,40,social,threshold_05,147,0.7969,0.2676,0.4225,0.0268,55,50,26,16
logreg/L49,logreg,49,healthcare,top10_mean,157,0.7964,0.2453,0.4151,0.6452,39,77,27,14
mlp/L35,mlp,35,economy,top10_mean_pooled,746,0.7959,0.0879,0.2727,0.9643,251,294,122,79
mlp/L35,mlp,35,education,top10_mean_pooled,746,0.7959,0.0879,0.2727,0.9643,251,294,122,79
mlp/L35,mlp,35,entertainment,top10_mean_pooled,746,0.7959,0.0879,0.2727,0.9643,251,294,122,79
mlp/L35,mlp,35,healthcare,top10_mean_pooled,746,0.7959,0.0879,0.2727,0.9643,251,294,122,79
mlp/L35,mlp,35,social,top10_mean_pooled,746,0.7959,0.0879,0.2727,0.9643,251,294,122,79
logreg/L78,logreg,78,healthcare,top10_mean,157,0.7955,0.283,0.3962,0.7925,35,83,21,18
logreg/L35,logreg,35,social,max,147,0.7952,0.0423,0.338,0.9604,60,48,28,11
mlp/L30,mlp,30,economy,top5_mean,132,0.7949,0.0877,0.386,0.8906,42,64,11,15
mlp/L35,mlp,35,social,top5_mean,147,0.7945,0.0,0.3239,0.9832,63,47,29,8
logreg/L78,logreg,78,healthcare,top5_mean,157,0.7943,0.1698,0.434,0.8965,36,81,23,17
logreg/L24,logreg,24,social,max,147,0.7941,0.0,0.0,0.9981,67,40,36,4
mlp/L45,mlp,45,healthcare,mean,157,0.7941,0.3774,0.4528,0.0487,30,92,12,23
svm_rbf/L70,svm_rbf,70,healthcare,max,157,0.7941,0.2453,0.3962,0.4672,37,84,20,16
svm_rbf/L55,svm_rbf,55,entertainment,mean,160,0.794,0.0,0.422,0.3321,82,36,15,27
logreg/L48,logreg,48,healthcare,mean,157,0.7938,0.3396,0.4151,0.0482,32,90,14,21
svm_rbf/L26,svm_rbf,26,economy,mean_pooled,746,0.7937,0.1636,0.4455,0.483,230,338,78,100
svm_rbf/L26,svm_rbf,26,education,mean_pooled,746,0.7937,0.1636,0.4455,0.483,230,338,78,100
svm_rbf/L26,svm_rbf,26,entertainment,mean_pooled,746,0.7937,0.1636,0.4455,0.483,230,338,78,100
svm_rbf/L26,svm_rbf,26,healthcare,mean_pooled,746,0.7937,0.1636,0.4455,0.483,230,338,78,100
svm_rbf/L26,svm_rbf,26,social,mean_pooled,746,0.7937,0.1636,0.4455,0.483,230,338,78,100
logreg/L43,logreg,43,healthcare,threshold_05,157,0.7934,0.434,0.434,0.0439,30,94,10,23
logreg/L44,logreg,44,healthcare,top5_mean,157,0.7934,0.3585,0.4717,0.9209,30,92,12,23
svm_rbf/L50,svm_rbf,50,social,top10_mean,147,0.7934,0.0845,0.2958,0.4131,50,58,18,21
logreg/L33,logreg,33,social,mean,147,0.7932,0.2676,0.338,0.0253,52,58,18,19
logreg/L33,logreg,33,economy,top10_mean_pooled,746,0.7931,0.1879,0.3091,0.3446,243,309,107,87
logreg/L33,logreg,33,education,top10_mean_pooled,746,0.7931,0.1879,0.3091,0.3446,243,309,107,87
logreg/L33,logreg,33,entertainment,top10_mean_pooled,746,0.7931,0.1879,0.3091,0.3446,243,309,107,87
logreg/L33,logreg,33,healthcare,top10_mean_pooled,746,0.7931,0.1879,0.3091,0.3446,243,309,107,87
logreg/L33,logreg,33,social,top10_mean_pooled,746,0.7931,0.1879,0.3091,0.3446,243,309,107,87
svm_rbf/L30,svm_rbf,30,healthcare,threshold_05,157,0.7929,0.2453,0.3962,0.1452,37,82,22,16
logreg/L66,logreg,66,healthcare,top10_mean,157,0.7923,0.283,0.434,0.8138,32,90,14,21
mlp/L40,mlp,40,social,last,147,0.7923,0.169,0.3944,0.0,57,49,27,14
mlp/L50,mlp,50,healthcare,top5_mean,157,0.7919,0.2642,0.3774,0.5324,41,73,31,12
svm_rbf/L45,svm_rbf,45,economy,top10_mean_pooled,746,0.7919,0.1212,0.2879,0.4163,231,312,104,99
svm_rbf/L45,svm_rbf,45,education,top10_mean_pooled,746,0.7919,0.1212,0.2879,0.4163,231,312,104,99
svm_rbf/L45,svm_rbf,45,entertainment,top10_mean_pooled,746,0.7919,0.1212,0.2879,0.4163,231,312,104,99
svm_rbf/L45,svm_rbf,45,healthcare,top10_mean_pooled,746,0.7919,0.1212,0.2879,0.4163,231,312,104,99
svm_rbf/L45,svm_rbf,45,social,top10_mean_pooled,746,0.7919,0.1212,0.2879,0.4163,231,312,104,99
svm_rbf/L60,svm_rbf,60,healthcare,max,157,0.7917,0.2642,0.3019,0.4657,35,86,18,18
svm_rbf/L55,svm_rbf,55,economy,top10_mean,132,0.7916,0.0526,0.386,0.4505,35,68,7,22
logreg/L21,logreg,21,healthcare,max,157,0.7914,0.0,0.0,1.0,37,83,21,16
logreg/L72,logreg,72,healthcare,top10_mean,157,0.7914,0.2453,0.3396,0.955,31,94,10,22
logreg/L47,logreg,47,healthcare,top5_mean,157,0.7912,0.3585,0.4151,0.7308,39,71,33,14
logreg/L35,logreg,35,education,top10_mean,150,0.7907,0.3,0.425,0.7329,27,93,17,13
logreg/L29,logreg,29,social,max,147,0.7902,0.0986,0.169,0.9675,58,50,26,13
mlp/L30,mlp,30,economy,top5_mean_pooled,746,0.7901,0.1606,0.3909,0.8326,212,350,66,118
mlp/L30,mlp,30,education,top5_mean_pooled,746,0.7901,0.1606,0.3909,0.8326,212,350,66,118
mlp/L30,mlp,30,entertainment,top5_mean_pooled,746,0.7901,0.1606,0.3909,0.8326,212,350,66,118
mlp/L30,mlp,30,healthcare,top5_mean_pooled,746,0.7901,0.1606,0.3909,0.8326,212,350,66,118
mlp/L30,mlp,30,social,top5_mean_pooled,746,0.7901,0.1606,0.3909,0.8326,212,350,66,118
logreg/L23,logreg,23,healthcare,top5_mean,157,0.7899,0.0,0.0,0.9999,38,81,23,15
mlp/L26,mlp,26,economy,mean_pooled,746,0.7899,0.1788,0.4303,0.1641,224,337,79,106
mlp/L26,mlp,26,education,mean_pooled,746,0.7899,0.1788,0.4303,0.1641,224,337,79,106
mlp/L26,mlp,26,entertainment,mean_pooled,746,0.7899,0.1788,0.4303,0.1641,224,337,79,106
mlp/L26,mlp,26,healthcare,mean_pooled,746,0.7899,0.1788,0.4303,0.1641,224,337,79,106
mlp/L26,mlp,26,social,mean_pooled,746,0.7899,0.1788,0.4303,0.1641,224,337,79,106
mlp/L26,mlp,26,economy,threshold_05_pooled,746,0.7898,0.1909,0.4333,0.1643,221,343,73,109
mlp/L26,mlp,26,education,threshold_05_pooled,746,0.7898,0.1909,0.4333,0.1643,221,343,73,109
mlp/L26,mlp,26,entertainment,threshold_05_pooled,746,0.7898,0.1909,0.4333,0.1643,221,343,73,109
mlp/L26,mlp,26,healthcare,threshold_05_pooled,746,0.7898,0.1909,0.4333,0.1643,221,343,73,109
mlp/L26,mlp,26,social,threshold_05_pooled,746,0.7898,0.1909,0.4333,0.1643,221,343,73,109
mlp/L70,mlp,70,healthcare,mean,157,0.7897,0.3396,0.4528,0.0651,31,88,16,22
logreg/L26,logreg,26,healthcare,max,157,0.7896,0.0,0.0,1.0,44,68,36,9
logreg/L27,logreg,27,economy,top10_mean_pooled,746,0.7896,0.1818,0.3455,0.9517,228,324,92,102
logreg/L27,logreg,27,education,top10_mean_pooled,746,0.7896,0.1818,0.3455,0.9517,228,324,92,102
logreg/L27,logreg,27,entertainment,top10_mean_pooled,746,0.7896,0.1818,0.3455,0.9517,228,324,92,102
logreg/L27,logreg,27,healthcare,top10_mean_pooled,746,0.7896,0.1818,0.3455,0.9517,228,324,92,102
logreg/L27,logreg,27,social,top10_mean_pooled,746,0.7896,0.1818,0.3455,0.9517,228,324,92,102
logreg/L25,logreg,25,economy,top10_mean_pooled,746,0.7894,0.1758,0.3667,0.9892,249,287,129,81
logreg/L25,logreg,25,education,top10_mean_pooled,746,0.7894,0.1758,0.3667,0.9892,249,287,129,81
logreg/L25,logreg,25,entertainment,top10_mean_pooled,746,0.7894,0.1758,0.3667,0.9892,249,287,129,81
logreg/L25,logreg,25,healthcare,top10_mean_pooled,746,0.7894,0.1758,0.3667,0.9892,249,287,129,81
logreg/L25,logreg,25,social,top10_mean_pooled,746,0.7894,0.1758,0.3667,0.9892,249,287,129,81
logreg/L71,logreg,71,healthcare,top10_mean,157,0.7894,0.2642,0.3585,0.9653,32,91,13,21
logreg/L31,logreg,31,healthcare,last,157,0.7888,0.0943,0.2453,0.0067,41,78,26,12
svm_rbf/L50,svm_rbf,50,economy,top10_mean,132,0.7888,0.0351,0.3684,0.437,35,64,11,22
logreg/L66,logreg,66,healthcare,top5_mean,157,0.7883,0.3019,0.4151,0.9373,35,87,17,18
logreg/L37,logreg,37,social,last,147,0.788,0.0563,0.2535,0.0551,44,65,11,27
logreg/L49,logreg,49,healthcare,mean,157,0.7879,0.2264,0.3774,0.0666,33,90,14,20
logreg/L73,logreg,73,healthcare,top10_mean,157,0.7879,0.2264,0.3585,0.9768,33,88,16,20
mlp/L45,mlp,45,healthcare,top5_mean,157,0.7877,0.2642,0.3774,0.6245,39,72,32,14
logreg/L44,logreg,44,healthcare,threshold_05,157,0.7866,0.3774,0.434,0.0446,35,90,14,18
logreg/L30,logreg,30,economy,top10_mean_pooled,746,0.7865,0.1667,0.4576,0.8106,192,366,50,138
logreg/L30,logreg,30,education,top10_mean_pooled,746,0.7865,0.1667,0.4576,0.8106,192,366,50,138
logreg/L30,logreg,30,entertainment,top10_mean_pooled,746,0.7865,0.1667,0.4576,0.8106,192,366,50,138
logreg/L30,logreg,30,healthcare,top10_mean_pooled,746,0.7865,0.1667,0.4576,0.8106,192,366,50,138
logreg/L30,logreg,30,social,top10_mean_pooled,746,0.7865,0.1667,0.4576,0.8106,192,366,50,138
logreg/L42,logreg,42,healthcare,threshold_05,157,0.7864,0.3962,0.5094,0.0563,28,98,6,25
mlp/L26,mlp,26,healthcare,max,157,0.7863,0.0,0.0,0.9999,52,55,49,1
mlp/L26,mlp,26,social,max,147,0.7861,0.0,0.0,1.0,61,47,29,10
logreg/L35,logreg,35,economy,top10_mean,132,0.786,0.0351,0.2105,0.761,42,55,20,15
logreg/L36,logreg,36,economy,top5_mean_pooled,746,0.7858,0.0788,0.3212,0.7801,248,281,135,82
logreg/L36,logreg,36,education,top5_mean_pooled,746,0.7858,0.0788,0.3212,0.7801,248,281,135,82
logreg/L36,logreg,36,entertainment,top5_mean_pooled,746,0.7858,0.0788,0.3212,0.7801,248,281,135,82
logreg/L36,logreg,36,healthcare,top5_mean_pooled,746,0.7858,0.0788,0.3212,0.7801,248,281,135,82
logreg/L36,logreg,36,social,top5_mean_pooled,746,0.7858,0.0788,0.3212,0.7801,248,281,135,82
svm_rbf/L50,svm_rbf,50,economy,mean_pooled,746,0.7858,0.0727,0.2576,0.3243,272,263,153,58
svm_rbf/L50,svm_rbf,50,education,mean_pooled,746,0.7858,0.0727,0.2576,0.3243,272,263,153,58
svm_rbf/L50,svm_rbf,50,entertainment,mean_pooled,746,0.7858,0.0727,0.2576,0.3243,272,263,153,58
svm_rbf/L50,svm_rbf,50,healthcare,mean_pooled,746,0.7858,0.0727,0.2576,0.3243,272,263,153,58
svm_rbf/L50,svm_rbf,50,social,mean_pooled,746,0.7858,0.0727,0.2576,0.3243,272,263,153,58
logreg/L72,logreg,72,healthcare,mean,157,0.7857,0.3208,0.4717,0.1258,36,84,20,17
mlp/L35,mlp,35,economy,top10_mean,132,0.7857,0.0877,0.2105,0.9644,44,57,18,13
logreg/L48,logreg,48,healthcare,top5_mean,157,0.7856,0.3396,0.3962,0.7857,33,83,21,20
svm_rbf/L35,svm_rbf,35,social,top10_mean,147,0.7848,0.0423,0.2817,0.4644,68,36,40,3
logreg/L19,logreg,19,healthcare,mean,157,0.7845,0.2453,0.4528,0.2854,32,88,16,21
mlp/L70,mlp,70,healthcare,top5_mean,157,0.7843,0.1887,0.4906,0.7899,44,65,39,9
logreg/L58,logreg,58,healthcare,top10_mean,157,0.7841,0.3396,0.4528,0.872,34,81,23,19
mlp/L26,mlp,26,economy,top10_mean,132,0.7841,0.0,0.386,0.9999,33,69,6,24
logreg/L26,logreg,26,economy,top10_mean_pooled,746,0.784,0.1091,0.3182,0.9977,236,306,110,94
logreg/L26,logreg,26,education,top10_mean_pooled,746,0.784,0.1091,0.3182,0.9977,236,306,110,94
logreg/L26,logreg,26,entertainment,top10_mean_pooled,746,0.784,0.1091,0.3182,0.9977,236,306,110,94
logreg/L26,logreg,26,healthcare,top10_mean_pooled,746,0.784,0.1091,0.3182,0.9977,236,306,110,94
logreg/L26,logreg,26,social,top10_mean_pooled,746,0.784,0.1091,0.3182,0.9977,236,306,110,94
svm_rbf/L70,svm_rbf,70,economy,top10_mean_pooled,746,0.784,0.1697,0.3242,0.4388,251,276,140,79
svm_rbf/L70,svm_rbf,70,education,top10_mean_pooled,746,0.784,0.1697,0.3242,0.4388,251,276,140,79
svm_rbf/L70,svm_rbf,70,entertainment,top10_mean_pooled,746,0.784,0.1697,0.3242,0.4388,251,276,140,79
svm_rbf/L70,svm_rbf,70,healthcare,top10_mean_pooled,746,0.784,0.1697,0.3242,0.4388,251,276,140,79
svm_rbf/L70,svm_rbf,70,social,top10_mean_pooled,746,0.784,0.1697,0.3242,0.4388,251,276,140,79
logreg/L39,logreg,39,social,top10_mean,147,0.7832,0.3099,0.3944,0.8052,52,54,22,19
logreg/L39,logreg,39,social,mean,147,0.783,0.338,0.4648,0.1142,36,71,5,35
logreg/L46,logreg,46,healthcare,top5_mean,157,0.783,0.3396,0.434,0.929,26,96,8,27
logreg/L20,logreg,20,social,max,147,0.7829,0.0,0.0,0.9999,60,46,30,11
logreg/L45,logreg,45,healthcare,top5_mean,157,0.7828,0.3962,0.4528,0.5357,44,61,43,9
logreg/L47,logreg,47,healthcare,threshold_05,157,0.7826,0.3019,0.434,0.0255,39,74,30,14
logreg/L48,logreg,48,healthcare,threshold_05,157,0.7826,0.3585,0.3774,0.0355,33,88,16,20
logreg/L49,logreg,49,healthcare,top5_mean,157,0.7825,0.2453,0.4151,0.8899,36,79,25,17
mlp/L35,mlp,35,healthcare,top5_mean,157,0.7825,0.1698,0.3208,0.9688,42,71,33,11
logreg/L26,logreg,26,economy,mean_pooled,746,0.7822,0.1485,0.4364,0.21,202,356,60,128
logreg/L26,logreg,26,education,mean_pooled,746,0.7822,0.1485,0.4364,0.21,202,356,60,128
logreg/L26,logreg,26,entertainment,mean_pooled,746,0.7822,0.1485,0.4364,0.21,202,356,60,128
logreg/L26,logreg,26,healthcare,mean_pooled,746,0.7822,0.1485,0.4364,0.21,202,356,60,128
logreg/L26,logreg,26,social,mean_pooled,746,0.7822,0.1485,0.4364,0.21,202,356,60,128
logreg/L38,logreg,38,social,last,147,0.7821,0.3099,0.4225,0.0135,59,48,28,12
logreg/L50,logreg,50,healthcare,top10_mean,157,0.7817,0.1887,0.4151,0.5773,39,73,31,14
